Category,keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/mspoweruser/status/1413180444472979459,mspoweruser,https://twitter.com/mspoweruser,1625763448,"Google Pixel 5a visits FCC certification site, launch could be imminent - https://t.co/0vJOSNQqms https://t.co/MW8HoLW9f8",https://pbs.twimg.com/media/E5ygIAZWQAYs6GV.jpg,,4,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/PhoneArena/status/1414120951613165580,PhoneArena,https://twitter.com/PhoneArena,1625987682,Google promotes up to 48 hour battery life using Pixel's extreme battery saver on certain models https://t.co/JO5KdGtevQ,,,18,2,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Prnvshrma1/status/1413375366664646657,Prnvshrma1,https://twitter.com/Prnvshrma1,1625809921,"Google Pixel 6 and Pixel 6 Pro to have 5 years of Software Updates. That would mean 4 years of Major Android OS and 5 Years of Security Patches. 

i hope pixel 6 series will come to India ♥️🥺",,,10,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/MidWorldMo/status/1413465715600805892,MidWorldMo,https://twitter.com/MidWorldMo,1625831462,"08/07/2021 14:26:21 (Google Pixel 5)
View out of a window at work https://t.co/FsRVA1ux0f",https://pbs.twimg.com/media/E52jkjkVgAEoA2I.jpg,,6,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/aramos120/status/1411918932500529159,aramos120,https://twitter.com/aramos120,1625462680,"Space City, TX.

#Photography #StreetPhotography #HoustonPhotography #Houston #HoustonTX  #HoustonPhotographer  #LandscapePhotography  #HoustonStreetPhotography #ShotOnGoogle  #ShotOnMoment #ShotOnPixel #GooglePixel #TwitterPhotography https://t.co/3j8FepoNT4",https://pbs.twimg.com/media/E5gkyVZXIAAnZM_.jpg,,8,2,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Tech_Master18/status/1414425783389417479,Tech_Master18,https://twitter.com/Tech_Master18,1626060360,"Google Pixel 6 Pro live shot spotted, reveals curved display, unique dual-tone design
#Google #GooglePixel6Pro https://t.co/OTb3ZHeGWa",https://pbs.twimg.com/media/E6EMwOTUYAQu1kR.jpg,,3,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/hamstud_io/status/1412794795919958019,hamstud_io,https://twitter.com/hamstud_io,1625671502,"Google Pixel
#latepost
#nofilter
#teampixel https://t.co/3hQto5Q73O",https://pbs.twimg.com/media/E5tBX7oUYAEooKm.jpg,,2,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/onepapss/status/1413632393752322049,onepapss,https://twitter.com/onepapss,1625871201,Slightly used Google Pixel 3. 1500 cedis. Price is negotiable. Kindly RT. My buyer might be on your TL https://t.co/SylB10jwhI,https://pbs.twimg.com/media/E547FkAX0AMgrz0.jpg,,13,23,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/techylogy/status/1414437784178159617,techylogy,https://twitter.com/techylogy,1626063221,"#Google #googlepixel6
Google Pixel 6 Hands On Image Leaked..

Via:-https://t.co/cNvW0KelGh https://t.co/UW95a8dH2c",https://pbs.twimg.com/media/E6EXqyaVcAQGZ7B.jpg,,682,62,45
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ibsprotagonist/status/1413988651541798913,ibsprotagonist,https://twitter.com/ibsprotagonist,1625956139,officially a Google pixel user now,,,4,0,2
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/RaghavTechie/status/1414443023237189632,RaghavTechie,https://twitter.com/RaghavTechie,1626064470,"Alleged hands on image of the Google Pixel 6 Pro leaked.

#Google #GooglePixel6Pro https://t.co/i0f2tTc338",https://pbs.twimg.com/media/E6Eca6qVEAMUElZ.png,,1,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/karim_karkan/status/1413265241320968194,karim_karkan,https://twitter.com/karim_karkan,1625783665,"@JoshuaSwingle I'm excited about three things
 1.the new SOC
 2.the new camera sensor since the pixel 2 we will see how will Google do the after processing with this new sensor
 3.and I'm so excited that Android is finally having the same long support like appel",,,16,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/KingdomsKnight/status/1413205929726824448,KingdomsKnight,https://twitter.com/KingdomsKnight,1625769524,finally took some photos again #pixel4A #GooglePixel #photography #luminar #NaturePhotography #flowerphotography https://t.co/SdtDiDJVM3,https://pbs.twimg.com/media/E5y2y6xWQAcB28F.jpg,,6,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/AndroidPolice/status/1413159712376254468,AndroidPolice,https://twitter.com/AndroidPolice,1625758505,Everything we know (and some things we don't) about Google's Pixel 6 https://t.co/X8QZ2FDm7N https://t.co/EacUvFvmRY,https://pbs.twimg.com/media/E5yNRN8UUAc7aVK.jpg,,65,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ForbesTech/status/1414152588858204163,ForbesTech,https://twitter.com/ForbesTech,1625995225,New Pixel 6 Leak Exposes Google's Massive Upgrade https://t.co/6Cz0O4YxIP https://t.co/ONnNSadSde,https://pbs.twimg.com/media/E6AUSTsWYAIfh5d.jpg,,22,12,3
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/racheleanne_as/status/1412368090252333064,racheleanne_as,https://twitter.com/racheleanne_as,1625569767,"I love this wolfie 🐺

#husky #siberianhusky #googlepixel https://t.co/APhcpfxarL",https://pbs.twimg.com/media/E5m9SlqWQAMHYzv.jpg,,26,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/dawn_armfield/status/1411889098390900737,dawn_armfield,https://twitter.com/dawn_armfield,1625455567,"Wish you were here...

#roadtrip #fireworks #biloxi #mississippi #gulfofmexico #googlepixel #pixel4a #shotbypixel #teampixel #nightsight https://t.co/2w2JWAMJCN",https://pbs.twimg.com/media/E5gJoBWXIAI-wBq.jpg,,6,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/rfcarley/status/1414566488254652419,rfcarley,https://twitter.com/rfcarley,1626093906,Morning visitor. #GooglePixel #madebygoogle #TeamPixel #pixel4xl https://t.co/QPUSGXUTak,https://pbs.twimg.com/media/E6GMuVIX0AE6MMm.jpg,,6,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/TheGidzPress/status/1413736721292931075,TheGidzPress,https://twitter.com/TheGidzPress,1625896074,"Google Pixel 6 Pro specs 👇🏻

- 6.71-inch POLED display
- 5,000mAh Battery
- 50MP Main + 48MP Tele + 12MP Ultra Wide
- 12MP Selfie
- Custom Google chipset
- 12GB RAM + 128/256/512GB
- Android 12 https://t.co/vRJv4MqrCg",https://pbs.twimg.com/media/E56aDn0X0AIqcfy.jpg,,3,0,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/mistallogik/status/1413982555196510216,mistallogik,https://twitter.com/mistallogik,1625954686,"Oh and that reminds me, if you aren't using google pixel, Nexus or One Plus, you aren't using android, you are just using a ""phone"" 😂😂😂😂",,,7,0,6
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/Mitrand8/status/1413864857661698048,Mitrand8,https://twitter.com/Mitrand8,1625926625,"Milkyway
📷 : Google Pixel 3 XL
@madebygoogle
#teampixel https://t.co/39pD5JnHL4",https://pbs.twimg.com/media/E58OmDnVgAM-JuD.jpg,,2,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/AndreiStanesc20/status/1413146397856075792,AndreiStanesc20,https://twitter.com/AndreiStanesc20,1625755330,"Ready to shoot some next level pictures
#Astrophotography #GooglePixel #joby https://t.co/4cvA2uoj0V",https://pbs.twimg.com/media/E5yBKMnUcA0WxZi.jpg,,14,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/nomadicimages1/status/1413805954907398145,nomadicimages1,https://twitter.com/nomadicimages1,1625912581,@muhammadljunaid I used to only pay phone shots from my Google pixel https://t.co/5ZmzHcepjT,https://pbs.twimg.com/media/E57ZAm2WEAMWnFi.jpg,,13,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/kaajukatlee/status/1414276324089229314,kaajukatlee,https://twitter.com/kaajukatlee,1626024726,do i just get a google pixel 4a,,,11,0,4
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/dohyun854/status/1414443413303304194,dohyun854,https://twitter.com/dohyun854,1626064563,The real device of Google Pixel 6 Pro is leaked!! https://t.co/nDAB7muatT,https://pbs.twimg.com/media/E6EcqacVEAQ2dN9.jpg,,66,2,6
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/BGRIndia/status/1413439186300858370,BGRIndia,https://twitter.com/BGRIndia,1625825137,"Full #Pixel6 specs released, there's some good news too!
https://t.co/k64Ogy3jfA",,,4,1,0
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/ImJonwithnoH/status/1413855525612175368,ImJonwithnoH,https://twitter.com/ImJonwithnoH,1625924400,"Took this #Astrophotography video last night with my Pixel 4A5G, no filters or anything. Thanks @Google for a damn great camera! https://t.co/uZzbHMaHWR",,https://video.twimg.com/ext_tw_video/1413855513486532611/pu/vid/720x960/Sow5saWNp18EXYnz.mp4?tag=12;https://video.twimg.com/ext_tw_video/1413855513486532611/pu/vid/480x640/Dy-OCh406xcNP4Cn.mp4?tag=12;https://video.twimg.com/ext_tw_video/1413855513486532611/pu/vid/320x426/M9XJyyNk1FeFrspQ.mp4?tag=12;,2,0,1
TopPost,google pixel,https://twitter.com/search?l=&q=google%20pixel,https://twitter.com/im_r3nz/status/1412399447326093320,im_r3nz,https://twitter.com/im_r3nz,1625577244,"Almost there everyone! #teampixel

EFTM: Cases for the Google Pixel 6 and Pixel 6 Pro are showing up.
https://t.co/r6QjTcZhsT",,,3,0,0
